State,County,Total Precincts,Precincts Reporting,Obama,McCain,Other
Alabama,Autauga ,25,25,"6,091","17,398",121
Alabama,Baldwin ,70,70,"19,362","61,192",640
Alabama,Barbour ,21,21,"5,685","5,862",58
Alabama,Bibb ,10,9,"2,289","6,247",68
Alabama,Blount ,27,27,"3,518","20,362",292
Alabama,Bullock ,18,18,"4,001","1,389",10
Alabama,Butler ,28,28,"4,174","5,472",33
Alabama,Calhoun ,54,54,"16,325","32,326",493
Alabama,Chambers ,25,25,"6,782","8,060",75
Alabama,Cherokee ,26,26,"2,299","7,285",123
Alabama,Chilton ,19,19,"3,666","13,934",127
Alabama,Choctaw ,33,33,"3,633","4,220",27
Alabama,Clarke ,31,31,"5,907","7,455",50
Alabama,Clay ,25,25,"1,722","4,946",59
Alabama,Cleburne ,17,17,"1,166","5,204",98
Alabama,Coffee ,34,34,"5,068","14,909",114
Alabama,Colbert ,36,36,"9,698","14,729",297
Alabama,Conecuh ,28,28,"3,411","3,461",42
Alabama,Coosa ,14,14,"2,269","3,245",40
Alabama,Covington ,30,30,"3,238","12,431",88
Alabama,Crenshaw ,20,20,"1,938","4,316",28
Alabama,Cullman ,52,52,"5,855","28,837",466
Alabama,Dale ,23,23,"5,257","13,873",149
Alabama,Dallas ,32,32,"13,958","6,791",57
Alabama,DeKalb ,51,51,"5,654","17,951",279
Alabama,Elmore ,32,32,"8,268","25,695",192
Alabama,Escambia ,34,34,"5,176","9,365",91
Alabama,Etowah ,58,58,"13,480","30,562",537
Alabama,Fayette ,29,29,"1,988","5,875",80
Alabama,Franklin ,26,26,"3,469","8,048",153
Alabama,Geneva ,28,28,"2,106","9,314",98
Alabama,Greene ,16,16,"4,402",876,16
Alabama,Hale ,18,18,"4,969","3,196",25
Alabama,Henry ,17,17,"2,990","5,558",39
Alabama,Houston ,38,38,"12,194","29,205",213
Alabama,Jackson ,43,43,"6,367","14,068",338
Alabama,Jefferson ,378,378,"166,015","149,843","1,768"
Alabama,Lamar ,27,27,"1,614","5,419",42
Alabama,Lauderdale ,39,39,"13,318","24,050",592
Alabama,Lawrence ,31,31,"5,159","9,269",190
Alabama,Lee ,37,37,"21,410","32,344",472
Alabama,Limestone ,35,35,"9,530","23,588",349
Alabama,Lowndes ,15,15,"5,447","1,807",18
Alabama,Macon ,19,18,"9,444","1,396",24
Alabama,Madison ,106,106,"64,062","86,910","1,452"
Alabama,Marengo ,27,27,"5,925","5,511",28
Alabama,Marion ,23,23,"2,597","9,530",186
Alabama,Marshall ,47,47,"7,021","25,680",325
Alabama,Mobile ,200,200,"81,741","97,670",985
Alabama,Monroe ,34,34,"5,023","6,173",40
Alabama,Montgomery ,123,123,"61,999","41,972",421
Alabama,Morgan ,59,59,"13,882","35,986",493
Alabama,Perry ,18,18,"4,423","1,676",20
Alabama,Pickens ,27,27,"4,584","5,426",29
Alabama,Pike ,30,30,"5,856","7,981",61
Alabama,Randolph ,28,28,"3,062","7,169",130
Alabama,Russell ,22,22,"10,078","8,700",105
Alabama,Shelby ,76,76,"20,575","68,945",772
Alabama,St. Clair ,37,37,"6,088","27,630",297
Alabama,Sumter ,15,15,"5,218","1,723",23
Alabama,Talladega ,34,34,"13,769","20,109",265
Alabama,Tallapoosa ,31,30,"6,052","13,105",110
Alabama,Tuscaloosa ,101,101,"32,738","45,351",519
Alabama,Walker ,47,47,"7,418","20,719",370
Alabama,Washington ,36,36,"3,032","5,592",42
Alabama,Wilcox ,30,30,"4,553","1,849",10
Alabama,Winston ,23,23,"1,756","8,099",149
Alaska,Alaska ,438,438,"80,505","136,585","5,005"
Arizona,Apache ,45,45,"15,141","8,381",292
Arizona,Cochise ,64,64,"17,944","27,590",774
Arizona,Coconino ,85,85,"27,064","19,449",597
Arizona,Gila ,39,39,"7,566","13,425",327
Arizona,Graham ,18,18,"3,487","8,375",139
Arizona,Greenlee ,8,8,"1,165","1,711",36
Arizona,La Paz ,12,12,"1,794","3,302",97
Arizona,Maricopa ,"1,142","1,142","542,206","675,027","13,907"
Arizona,Mohave ,73,73,"21,286","42,729","1,048"
Arizona,Navajo ,70,70,"14,953","19,199",400
Arizona,Pima ,417,417,"191,465","168,670","4,244"
Arizona,Pinal ,88,88,"42,905","57,714","1,173"
Arizona,Santa Cruz ,24,24,"8,680","4,517",101
Arizona,Yavapai ,112,112,"34,731","58,043","1,386"
Arizona,Yuma ,42,42,"17,679","23,658",440
Arkansas,Arkansas ,26,26,"2,616","4,184",174
Arkansas,Ashley ,23,23,"2,883","5,166",248
Arkansas,Baxter ,43,43,"6,531","12,841",588
Arkansas,Benton ,83,83,"23,412","50,855","1,638"
Arkansas,Boone ,29,29,"4,429","10,559",462
Arkansas,Bradley ,16,16,"1,673","2,259",99
Arkansas,Calhoun ,12,12,690,"1,459",64
Arkansas,Carroll ,31,31,"4,160","6,070",323
Arkansas,Chicot ,14,14,"2,927","1,935",41
Arkansas,Clark ,19,19,"4,265","4,608",219
Arkansas,Clay ,21,21,"2,245","3,032",234
Arkansas,Cleburne ,36,36,"2,951","7,962",425
Arkansas,Cleveland ,19,19,909,"2,443",143
Arkansas,Columbia ,17,17,"3,496","5,711",141
Arkansas,Conway ,33,33,"3,144","4,687",298
Arkansas,Craighead ,26,26,"11,279","18,859",792
Arkansas,Crawford ,42,42,"5,265","14,746",606
Arkansas,Crittenden ,45,45,"9,361","7,420",272
Arkansas,Cross ,24,24,"2,580","4,393",157
Arkansas,Dallas ,10,10,"1,470","1,756",90
Arkansas,Desha ,22,22,"2,546","1,977",106
Arkansas,Drew ,17,17,"2,598","3,860",152
Arkansas,Faulkner ,51,51,"14,099","25,310",862
Arkansas,Franklin ,31,31,"1,868","4,407",195
Arkansas,Fulton ,14,14,"1,818","2,700",155
Arkansas,Garland ,42,42,"14,987","25,011",916
Arkansas,Grant ,20,20,"1,562","5,022",208
Arkansas,Greene ,32,32,"4,541","8,578",493
Arkansas,Hempstead ,30,30,"2,861","4,252",206
Arkansas,Hot Spring ,35,35,"4,216","7,014",449
Arkansas,Howard ,21,21,"1,745","2,956",143
Arkansas,Independence ,30,30,"3,551","8,023",350
Arkansas,Izard ,47,47,"1,767","3,141",229
Arkansas,Jackson ,19,19,"2,220","3,146",260
Arkansas,Jefferson ,178,178,"18,272","10,614",563
Arkansas,Johnson ,22,22,"3,043","4,911",224
Arkansas,Lafayette ,21,21,"1,133","1,685",84
Arkansas,Lawrence ,30,30,"2,136","3,357",335
Arkansas,Lee ,15,15,"2,263","1,455",46
Arkansas,Lincoln ,28,28,"1,709","2,513",183
Arkansas,Little River ,22,22,"1,752","3,247",152
Arkansas,Logan ,38,38,"2,196","5,136",263
Arkansas,Lonoke ,55,55,"5,880","17,046",507
Arkansas,Madison ,27,27,"2,142","3,970",212
Arkansas,Marion ,16,16,"2,379","4,510",252
Arkansas,Miller ,29,29,"4,866","9,913",281
Arkansas,Mississippi ,71,71,"6,638","6,967",367
Arkansas,Monroe ,24,24,"1,505","1,602",72
Arkansas,Montgomery ,18,18,"1,090","2,359",165
Arkansas,Nevada ,21,21,"1,471","2,061",99
Arkansas,Newton ,22,22,740,"1,716",104
Arkansas,Ouachita ,21,21,"4,598","5,602",197
Arkansas,Perry ,19,19,"1,351","2,743",181
Arkansas,Phillips ,20,20,"5,687","3,094",172
Arkansas,Pike ,15,15,"1,087","2,727",150
Arkansas,Poinsett ,10,10,"2,740","4,900",291
Arkansas,Polk ,19,19,"1,955","5,470",250
Arkansas,Pope ,58,58,"5,986","15,535",509
Arkansas,Prairie ,23,23,"1,048","2,223",110
Arkansas,Pulaski ,136,136,"88,632","70,094","2,270"
Arkansas,Randolph ,29,29,"2,460","3,601",235
Arkansas,Saint Francis ,30,30,"5,371","3,910",102
Arkansas,Saline ,75,75,"12,657","30,842",977
Arkansas,Scott ,30,30,"1,052","2,790",151
Arkansas,Searcy ,20,20,"1,161","2,726",162
Arkansas,Sebastian ,88,88,"13,592","28,404",896
Arkansas,Sevier ,18,18,"1,254","3,052",162
Arkansas,Sharp ,26,26,"2,436","4,535",281
Arkansas,Stone ,31,31,"1,756","3,810",203
Arkansas,Union ,21,21,"6,177","10,657",312
Arkansas,Van Buren ,21,21,"2,145","4,269",276
Arkansas,Washington ,118,118,"28,965","37,915","1,395"
Arkansas,White ,94,94,"6,708","19,429",753
Arkansas,Woodruff ,20,20,"1,350","1,135",130
Arkansas,Yell ,29,29,"2,001","3,805",225
California,Alameda ,"1,041","1,041","374,922","93,372","8,818"
California,Alpine ,5,5,422,252,17
California,Amador ,59,59,"7,321","9,818",369
California,Butte ,159,159,"41,474","39,954","1,970"
California,Calaveras ,30,30,"8,464","10,979",513
California,Colusa ,18,18,"2,206","3,273",96
California,Contra Costa ,854,854,"258,610","115,205","6,402"
California,Del Norte ,18,18,"3,869","4,429",210
California,El Dorado ,150,150,"33,010","40,512","1,482"
California,Fresno ,712,712,"94,788","94,814","2,915"
California,Glenn ,30,30,"3,693","5,874",225
California,Humboldt ,140,140,"30,807","16,704","1,558"
California,Imperial ,108,108,"17,791","10,850",459
California,Inyo ,27,27,"3,208","3,833",202
California,Kern ,588,588,"76,189","111,254","3,402"
California,Kings ,210,210,"14,190","19,178",601
California,Lake ,52,52,"11,986","8,034",542
California,Lassen ,44,44,"3,586","7,483",277
California,Los Angeles ,"4,883","4,883","1,938,744","826,512","53,708"
California,Madera ,109,109,"14,997","20,251",652
California,Marin ,189,189,"93,772","24,478","1,949"
California,Mariposa ,21,21,"3,766","4,880",199
California,Mendocino ,249,249,"15,963","6,256",673
California,Merced ,118,118,"28,152","23,994",802
California,Modoc ,20,20,"1,311","2,980",95
California,Mono ,13,13,"2,827","2,159",110
California,Monterey ,184,184,"61,837","27,321","1,586"
California,Napa ,147,147,"28,212","14,251",810
California,Nevada ,99,99,"23,035","20,899",864
California,Orange ,"2,109","2,109","433,988","469,124","17,198"
California,Placer ,379,379,"64,460","80,209","2,465"
California,Plumas ,29,29,"4,715","6,034",276
California,Riverside ,"1,403","1,403","210,905","197,517","7,029"
California,Sacramento ,"1,330","1,330","253,581","172,431","7,956"
California,San Benito ,59,59,"5,940","3,566",172
California,San Bernardino ,"1,391","1,391","237,831","214,031","9,301"
California,San Diego ,"2,328","2,328","559,983","462,191","17,362"
California,San Francisco ,580,580,"253,375","40,829","6,169"
California,San Joaquin ,515,515,"90,851","74,318","2,874"
California,San Luis Obispo ,152,152,"63,159","57,550","2,672"
California,San Mateo ,555,555,"166,334","56,100","3,649"
California,Santa Barbara ,318,318,"95,677","61,099","3,074"
California,Santa Clara ,"1,142","1,142","386,279","158,630","10,070"
California,Santa Cruz ,260,260,"78,495","20,063","2,331"
California,Shasta ,150,150,"24,322","41,482","1,408"
California,Sierra ,22,22,743,"1,157",68
California,Siskiyou ,72,72,"7,575","9,288",466
California,Solano ,214,214,"74,340","40,755","1,864"
California,Sonoma ,453,453,"144,399","47,184","4,097"
California,Stanislaus ,447,447,"75,106","74,025","2,835"
California,Sutter ,62,62,"7,360","10,445",297
California,Tehama ,47,47,"6,848","11,106",471
California,Trinity ,23,23,"3,197","2,904",181
California,Tulare ,250,250,"32,670","44,729","1,226"
California,Tuolumne ,68,68,"11,319","14,700",620
California,Ventura ,602,602,"132,937","103,256","3,985"
California,Yolo ,146,146,"46,499","21,486","1,333"
California,Yuba ,46,46,"7,107","9,608",383
Colorado,Adams ,216,216,"90,113","62,321","2,972"
Colorado,Alamosa ,8,8,"3,521","2,635",130
Colorado,Arapahoe ,369,369,"128,366","100,409","3,392"
Colorado,Archuleta ,8,8,"2,822","3,618",149
Colorado,Baca ,9,9,532,"1,568",67
Colorado,Bent ,5,5,799,"1,077",44
Colorado,Boulder ,234,234,"115,339","41,644","2,486"
Colorado,Broomfield ,38,38,"16,031","12,675",524
Colorado,Chaffee ,15,15,"4,827","4,832",184
Colorado,Cheyenne ,5,5,198,890,23
Colorado,Clear Creek ,9,9,"3,295","2,278",134
Colorado,Conejos ,10,10,"2,106","1,616",67
Colorado,Costilla ,8,8,"1,236",411,37
Colorado,Crowley ,6,6,552,976,30
Colorado,Custer ,3,3,914,"1,668",45
Colorado,Delta ,20,20,"5,007","9,905",283
Colorado,Denver ,426,426,"195,499","60,226","3,882"
Colorado,Dolores ,4,4,356,803,30
Colorado,Douglas ,138,138,"51,813","73,225","1,339"
Colorado,Eagle ,30,30,"13,055","8,112",282
Colorado,El Paso ,387,387,"104,670","155,914","3,823"
Colorado,Elbert ,18,18,"3,775","9,030",274
Colorado,Fremont ,30,30,"6,801","12,595",403
Colorado,Garfield ,27,27,"10,847","10,932",344
Colorado,Gilpin ,6,6,"1,944","1,249",94
Colorado,Grand ,12,12,"3,961","4,088",140
Colorado,Gunnison ,15,15,"5,512","3,112",182
Colorado,Hinsdale ,3,3,239,343,31
Colorado,Huerfano ,11,11,"1,989","1,582",74
Colorado,Jackson ,5,5,277,624,13
Colorado,Jefferson ,324,324,"155,020","129,291","5,157"
Colorado,Kiowa ,4,4,172,630,24
Colorado,Kit Carson ,13,13,898,"2,420",75
Colorado,La Plata ,30,30,"15,422","11,170",395
Colorado,Lake ,6,6,"1,847","1,076",64
Colorado,Larimer ,153,153,"84,461","68,932","2,692"
Colorado,Las Animas ,16,16,"3,483","3,033",111
Colorado,Lincoln ,13,13,543,"1,683",40
Colorado,Logan ,16,16,"2,837","5,986",128
Colorado,Mesa ,82,82,"23,470","43,669","1,026"
Colorado,Mineral ,1,1,270,334,18
Colorado,Moffat ,13,13,"1,566","4,101",152
Colorado,Montezuma ,11,11,"4,619","6,913",202
Colorado,Montrose ,28,28,"6,115","11,525",418
Colorado,Morgan ,17,17,"3,762","6,222",147
Colorado,Otero ,17,17,"3,454","4,324",123
Colorado,Ouray ,5,5,"1,629","1,360",57
Colorado,Park ,13,13,"4,196","4,835",235
Colorado,Phillips ,8,8,587,"1,513",25
Colorado,Pitkin ,10,10,"7,260","2,448",137
Colorado,Prowers ,13,13,"1,464","3,026",85
Colorado,Pueblo ,131,131,"38,074","28,523",994
Colorado,Rio Blanco ,5,5,654,"2,425",55
Colorado,Rio Grande ,15,15,"2,427","2,916",65
Colorado,Routt ,18,18,"8,133","4,634",200
Colorado,Saguache ,9,9,"1,620",913,61
Colorado,San Juan ,1,1,264,218,14
Colorado,San Miguel ,6,6,"3,345",930,66
Colorado,Sedgwick ,5,5,468,857,26
Colorado,Summit ,17,17,"9,700","4,845",213
Colorado,Teller ,13,13,"4,370","7,939",243
Colorado,Washington ,6,6,518,"1,935",35
Colorado,Weld ,107,107,"46,644","55,913","2,027"
Colorado,Yuma ,14,14,"1,105","3,238",79
Connecticut,Fairfield ,176,174,"232,339","160,890","2,673"
Connecticut,Hartford ,191,191,"265,282","138,466","4,826"
Connecticut,Litchfield ,50,50,"44,731","40,336","1,443"
Connecticut,Middlesex ,34,34,"53,008","32,917","1,228"
Connecticut,New Haven ,191,191,"231,077","143,297","4,511"
Connecticut,New London ,59,59,"73,638","47,842","1,574"
Connecticut,Tolland ,25,25,"44,874","29,543","1,051"
Connecticut,Windham ,33,33,"28,353","21,293",915
Delaware,Kent ,43,43,"36,383","29,822",707
Delaware,New Castle ,229,229,"178,712","74,595","3,039"
Delaware,Sussex ,67,67,"40,299","47,939",832
Florida,Alachua ,69,69,"73,134","47,025","1,413"
Florida,Baker ,9,9,"2,326","8,672",60
Florida,Bay ,54,54,"23,603","56,597",785
Florida,Bradford ,19,19,"3,430","8,135",110
Florida,Brevard ,230,230,"127,400","157,402","2,644"
Florida,Broward ,792,792,"487,638","234,690","3,485"
Florida,Calhoun ,18,18,"1,821","4,344",78
Florida,Charlotte ,80,80,"39,006","45,180",922
Florida,Citrus ,41,41,"31,428","43,666",992
Florida,Clay ,64,64,"26,635","66,847",675
Florida,Collier ,94,94,"52,710","83,238",841
Florida,Columbia ,25,25,"9,171","18,668",287
Florida,DeSoto ,15,15,"4,378","5,625",116
Florida,Dixie ,12,12,"1,921","5,188",145
Florida,Duval ,285,285,"192,173","197,171","2,403"
Florida,Escambia ,90,90,"61,152","90,826","1,456"
Florida,Flagler ,38,38,"24,682","23,931",352
Florida,Franklin ,8,8,"2,122","3,799",76
Florida,Gadsden ,25,25,"15,566","6,805",117
Florida,Gilchrist ,10,10,"1,993","5,654",131
Florida,Glades ,13,13,"1,674","2,533",33
Florida,Gulf ,8,8,"2,144","4,971",76
Florida,Hamilton ,8,8,"2,360","3,179",44
Florida,Hardee ,12,12,"2,561","4,758",81
Florida,Hendry ,23,23,"4,998","5,779",101
Florida,Hernando ,56,56,"18,980","25,220",577
Florida,Highlands ,25,25,"17,913","25,903",419
Florida,Hillsborough ,382,382,"219,580","209,503","3,567"
Florida,Holmes ,8,8,"1,443","7,023",110
Florida,Indian River ,55,55,"29,565","39,972",700
Florida,Jackson ,31,31,"7,632","13,695",177
Florida,Jefferson ,15,15,"4,082","3,794",72
Florida,Lafayette ,5,5,640,"2,677",36
Florida,Lake ,103,103,"62,710","82,512","1,168"
Florida,Lee ,171,171,"117,878","145,624","1,945"
Florida,Leon ,165,165,"91,356","55,521","1,150"
Florida,Levy ,20,20,"6,707","11,751",260
Florida,Liberty ,8,8,892,"2,337",44
Florida,Madison ,11,11,"4,270","4,544",71
Florida,Manatee ,139,139,"67,785","78,040","1,182"
Florida,Marion ,151,151,"70,771","89,571","1,553"
Florida,Martin ,52,52,"33,474","44,110",643
Florida,Miami-Dade ,758,758,"491,195","351,462","3,004"
Florida,Monroe ,33,33,"20,868","18,906",432
Florida,Nassau ,21,21,"10,577","27,326",283
Florida,Okaloosa ,52,52,"25,623","68,181",857
Florida,Okeechobee ,18,18,"5,102","7,551",117
Florida,Orange ,262,262,"271,866","186,079","2,853"
Florida,Osceola ,110,110,"59,081","39,489",614
Florida,Palm Beach ,784,784,"342,527","211,163","3,006"
Florida,Pasco ,154,154,"102,217","109,902","2,343"
Florida,Pinellas ,376,376,"243,994","206,909","4,812"
Florida,Polk ,166,166,"113,552","128,658","2,086"
Florida,Putnam ,55,55,"13,201","19,586",297
Florida,Santa Rosa ,41,41,"19,394","55,843",743
Florida,Sarasota ,157,157,"102,413","102,650","1,761"
Florida,Seminole ,126,126,"99,140","104,885","1,489"
Florida,St. Johns ,46,46,"35,578","68,800",825
Florida,St. Lucie ,80,80,"66,830","52,323",936
Florida,Sumter ,44,44,"17,644","30,859",347
Florida,Suwannee ,16,16,"4,572","11,672",198
Florida,Taylor ,14,14,"2,787","6,446",106
Florida,Union ,11,11,"1,299","3,933",53
Florida,Volusia ,179,179,"127,474","113,716","2,086"
Florida,Wakulla ,12,12,"5,303","8,869",143
Florida,Walton ,33,33,"7,158","19,527",310
Florida,Washington ,18,18,"2,858","8,165",90
Georgia,Appling ,19,19,"1,846","5,085",65
Georgia,Atkinson ,6,6,938,"1,941",23
Georgia,Bacon ,7,7,817,"3,089",31
Georgia,Baker ,8,8,846,828,13
Georgia,Baldwin ,16,16,"8,587","7,823",109
Georgia,Banks ,15,15,"1,027","5,120",89
Georgia,Barrow ,18,18,"6,657","17,625",280
Georgia,Bartow ,19,19,"9,662","25,976",410
Georgia,Ben Hill ,7,7,"2,590","3,417",28
Georgia,Berrien ,11,11,"1,468","4,889",72
Georgia,Bibb ,44,43,"38,851","26,981",283
Georgia,Bleckley ,3,3,"1,380","3,657",32
Georgia,Brantley ,11,11,"1,119","5,080",73
Georgia,Brooks ,11,11,"2,669","3,507",20
Georgia,Bryan ,12,12,"3,630","9,105",89
Georgia,Bulloch ,18,18,"9,586","14,174",144
Georgia,Burke ,17,17,"5,233","4,344",41
Georgia,Butts ,7,7,"3,064","5,944",77
Georgia,Calhoun ,7,7,"1,342",862,7
Georgia,Camden ,16,16,"6,482","10,502",87
Georgia,Candler ,4,4,"1,209","2,286",20
Georgia,Carroll ,33,33,"14,334","28,661",429
Georgia,Catoosa ,14,14,"6,025","18,218",225
Georgia,Charlton ,11,11,"1,193","2,458",22
Georgia,Chatham ,92,92,"62,755","46,829",566
Georgia,Chattahoochee ,3,3,830,811,11
Georgia,Chattooga ,15,15,"2,591","5,564",134
Georgia,Cherokee ,46,46,"22,350","70,279","1,026"
Georgia,Clarke ,26,26,"29,513","15,309",492
Georgia,Clay ,7,7,879,558,3
Georgia,Clayton ,60,60,"82,527","16,506",353
Georgia,Clinch ,7,7,989,"1,678",29
Georgia,Cobb ,188,188,"141,216","170,957","2,966"
Georgia,Coffee ,8,8,"4,811","8,872",57
Georgia,Colquitt ,21,21,"4,139","9,185",105
Georgia,Columbia ,47,47,"15,703","39,322",298
Georgia,Cook ,10,10,"2,075","3,782",46
Georgia,Coweta ,30,30,"15,521","37,571",410
Georgia,Crawford ,8,8,"1,832","3,358",46
Georgia,Crisp ,8,8,"3,078","4,423",36
Georgia,Dade ,9,9,"1,608","4,698",93
Georgia,Dawson ,10,10,"1,632","8,242",93
Georgia,Decatur ,16,16,"4,424","5,890",56
Georgia,DeKalb ,196,196,"254,594","65,581","1,895"
Georgia,Dodge ,18,18,"2,595","5,543",70
Georgia,Dooly ,9,9,"2,138","1,991",29
Georgia,Dougherty ,30,30,"26,135","12,547",150
Georgia,Douglas ,27,27,"27,825","26,812",419
Georgia,Early ,13,13,"2,602","2,709",21
Georgia,Echols ,3,3,201,981,5
Georgia,Effingham ,23,23,"4,936","15,230",132
Georgia,Elbert ,13,13,"3,366","4,868",73
Georgia,Emanuel ,14,14,"3,068","5,110",56
Georgia,Evans ,12,12,"1,374","2,462",19
Georgia,Fannin ,14,14,"2,611","7,807",154
Georgia,Fayette ,38,38,"20,313","38,501",470
Georgia,Floyd ,27,27,"10,691","23,132",374
Georgia,Forsyth ,34,34,"15,406","59,166",705
Georgia,Franklin ,15,15,"1,910","6,054",84
Georgia,Fulton ,344,344,"272,000","130,136","2,498"
Georgia,Gilmer ,15,15,"2,614","8,408",117
Georgia,Glascock ,6,5,210,"1,202",16
Georgia,Glynn ,22,22,"12,676","20,479",161
Georgia,Gordon ,15,15,"4,268","13,113",208
Georgia,Grady ,15,15,"3,539","5,775",45
Georgia,Greene ,10,10,"3,339","4,532",47
Georgia,Gwinnett ,165,165,"129,025","158,746","2,345"
Georgia,Habersham ,16,16,"2,900","11,766",127
Georgia,Hall ,41,41,"14,457","44,962",504
Georgia,Hancock ,9,9,"3,535",795,14
Georgia,Haralson ,13,13,"2,248","8,658",176
Georgia,Harris ,14,14,"4,179","10,645",68
Georgia,Hart ,9,9,"3,365","6,537",89
Georgia,Heard ,11,11,"1,042","3,133",44
Georgia,Henry ,40,40,"40,527","47,115",580
Georgia,Houston ,26,26,"22,094","33,392",386
Georgia,Irwin ,12,12,"1,197","2,605",26
Georgia,Jackson ,18,18,"4,950","17,776",215
Georgia,Jasper ,9,9,"1,935","3,916",49
Georgia,Jeff Davis ,11,11,"1,350","3,847",50
Georgia,Jefferson ,10,10,"4,149","3,061",24
Georgia,Jenkins ,7,7,"1,482","1,936",21
Georgia,Johnson ,9,9,"1,198","2,426",20
Georgia,Jones ,13,13,"4,572","7,782",79
Georgia,Lamar ,8,8,"2,745","4,871",60
Georgia,Lanier ,5,5,"1,062","1,787",21
Georgia,Laurens ,20,20,"7,769","12,052",110
Georgia,Lee ,12,12,"3,100","9,923",56
Georgia,Liberty ,15,15,"10,474","5,828",69
Georgia,Lincoln ,9,9,"1,650","2,731",35
Georgia,Long ,7,7,"1,288","2,119",43
Georgia,Lowndes ,35,35,"17,405","21,085",267
Georgia,Lumpkin ,17,17,"2,586","8,326",151
Georgia,Macon ,7,6,"3,251","1,712",18
Georgia,Madison ,14,14,"2,957","8,224",128
Georgia,Marion ,9,9,"1,381","1,772",29
Georgia,McDuffie ,12,12,"3,989","5,400",50
Georgia,McIntosh ,9,9,"2,905","3,282",41
Georgia,Meriwether ,16,16,"4,465","4,982",52
Georgia,Miller ,3,3,809,"1,897",21
Georgia,Mitchell ,13,13,"3,872","4,201",45
Georgia,Monroe ,16,16,"4,106","7,933",79
Georgia,Montgomery ,9,9,"1,045","2,521",23
Georgia,Morgan ,12,12,"3,091","5,987",70
Georgia,Murray ,9,9,"3,026","8,180",163
Georgia,Muscogee ,50,50,"44,158","29,568",285
Georgia,Newton ,24,24,"20,827","20,337",237
Georgia,Oconee ,15,15,"4,825","12,120",177
Georgia,Oglethorpe ,12,12,"2,232","4,144",60
Georgia,Paulding ,30,30,"17,229","39,192",536
Georgia,Peach ,9,9,"5,927","5,173",61
Georgia,Pickens ,14,14,"2,595","10,004",177
Georgia,Pierce ,10,10,"1,253","5,500",33
Georgia,Pike ,10,10,"1,574","6,542",77
Georgia,Polk ,13,13,"4,052","9,850",201
Georgia,Pulaski ,5,5,"1,377","2,553",23
Georgia,Putnam ,11,11,"3,102","5,966",59
Georgia,Quitman ,4,4,597,509,8
Georgia,Rabun ,11,11,"2,001","5,487",96
Georgia,Randolph ,11,11,"1,833","1,370",12
Georgia,Richmond ,75,75,"52,100","26,842",329
Georgia,Rockdale ,20,20,"20,421","16,860",230
Georgia,Schley ,3,3,479,"1,252",6
Georgia,Screven ,14,14,"3,024","3,423",34
Georgia,Seminole ,7,7,"1,657","2,315",21
Georgia,Spalding ,23,23,"10,141","14,885",206
Georgia,Stephens ,10,10,"2,705","7,689",100
Georgia,Stewart ,7,7,"1,305",783,17
Georgia,Sumter ,13,13,"6,444","5,713",64
Georgia,Talbot ,10,10,"2,367","1,300",25
Georgia,Taliaferro ,4,4,643,339,8
Georgia,Tattnall ,11,11,"1,932","4,730",41
Georgia,Taylor ,8,8,"1,533","2,019",26
Georgia,Telfair ,8,8,"1,862","2,486",26
Georgia,Terrell ,8,8,"2,501","1,890",25
Georgia,Thomas ,22,22,"7,720","10,642",87
Georgia,Tift ,14,14,"4,749","9,431",72
Georgia,Toombs ,16,16,"2,964","6,658",66
Georgia,Towns ,6,6,"1,391","4,292",56
Georgia,Treutlen ,8,8,"1,112","1,826",16
Georgia,Troup ,18,18,"10,438","15,374",182
Georgia,Turner ,5,5,"1,427","2,096",29
Georgia,Twiggs ,7,7,"2,402","2,087",30
Georgia,Union ,13,13,"2,486","8,007",126
Georgia,Upson ,12,12,"4,050","7,282",62
Georgia,Walker ,20,19,"6,094","17,101",296
Georgia,Walton ,21,21,"8,469","27,253",276
Georgia,Ware ,14,14,"4,034","8,311",71
Georgia,Warren ,8,8,"1,554","1,087",19
Georgia,Washington ,10,10,"4,607","4,216",40
Georgia,Wayne ,17,17,"2,858","7,601",96
Georgia,Webster ,6,6,515,588,7
Georgia,Wheeler ,4,4,794,"1,408",8
Georgia,White ,13,13,"2,174","8,467",106
Georgia,Whitfield ,25,25,"8,167","19,230",254
Georgia,Wilcox ,8,8,978,"2,159",24
Georgia,Wilkes ,9,9,"2,315","2,705",32
Georgia,Wilkinson ,11,11,"2,298","2,349",23
Georgia,Worth ,18,18,"2,540","5,777",42
Hawaii,Hawaii ,67,67,"50,808","14,865","1,229"
Hawaii,Honolulu ,212,212,"213,977","88,049","4,405"
Hawaii,Kauai ,17,17,"20,408","6,243",563
Hawaii,Maui ,42,42,"39,725","11,152",908
Idaho,Ada ,141,141,"82,023","92,879","3,828"
Idaho,Adams ,6,6,728,"1,515",75
Idaho,Bannock ,60,60,"14,792","19,356",957
Idaho,Bear Lake ,14,14,502,"2,377",64
Idaho,Benewah ,11,11,"1,407","2,646",111
Idaho,Bingham ,27,27,"4,424","12,230",501
Idaho,Blaine ,15,15,"6,947","3,439",185
Idaho,Boise ,7,7,"1,240","2,433",100
Idaho,Bonner ,33,33,"7,840","11,145",562
Idaho,Bonneville ,55,55,"11,415","29,324",952
Idaho,Boundary ,7,7,"1,474","3,098",171
Idaho,Butte ,4,4,318,"1,056",32
Idaho,Camas ,2,2,187,422,9
Idaho,Canyon ,53,53,"20,147","42,752","1,347"
Idaho,Caribou ,10,10,553,"2,656",93
