State,County,Total Precincts,Precincts Reporting,Obama,McCain,Other
Kentucky,Trimble ,12,12,"1,484","2,239",89
Kentucky,Union ,16,16,"2,804","3,120",110
Kentucky,Warren ,63,63,"17,650","25,957",482
Kentucky,Washington ,14,14,"1,890","3,305",80
Kentucky,Wayne ,19,19,"2,201","4,868",127
Kentucky,Webster ,14,14,"2,390","3,037",113
Kentucky,Whitley ,36,36,"3,484","10,014",205
Kentucky,Wolfe ,8,8,"1,493","1,408",67
Kentucky,Woodford ,16,16,"5,027","7,130",140
Louisiana,Acadia ,59,59,"7,028","19,228",454
Louisiana,Allen ,30,30,"2,891","6,333",243
Louisiana,Ascension ,61,61,"14,620","31,225",707
Louisiana,Assumption ,23,23,"4,756","5,981",223
Louisiana,Avoyelles ,45,45,"6,327","10,234",375
Louisiana,Beauregard ,45,45,"3,071","10,718",285
Louisiana,Bienville ,26,26,"3,589","3,776",65
Louisiana,Bossier ,75,75,"12,701","32,706",419
Louisiana,Caddo ,158,158,"55,220","52,105",895
Louisiana,Calcasieu ,118,118,"30,227","50,431","1,435"
Louisiana,Caldwell ,19,19,"1,118","3,696",79
Louisiana,Cameron ,13,13,613,"3,089",95
Louisiana,Catahoula ,29,29,"1,659","3,486",80
Louisiana,Claiborne ,28,28,"3,025","3,750",66
Louisiana,Concordia ,21,21,"3,766","5,668",93
Louisiana,DeSoto ,51,51,"5,241","6,882",132
Louisiana,East Baton Rouge ,314,314,"99,431","95,297","2,297"
Louisiana,East Carroll ,24,24,"2,267","1,254",38
Louisiana,East Feliciana ,23,23,"4,383","5,431",132
Louisiana,Evangeline ,59,59,"5,852","9,792",330
Louisiana,Franklin ,28,28,"2,959","6,278",119
Louisiana,Grant ,23,23,"1,474","6,906",177
Louisiana,Iberia ,59,59,"12,492","20,123",549
Louisiana,Iberville ,44,44,"9,023","7,185",213
Louisiana,Jackson ,29,29,"2,456","5,190",90
Louisiana,Jeff Davis ,23,23,"3,923","9,277",300
Louisiana,Jefferson ,268,268,"64,853","113,008","2,830"
Louisiana,Lafayette ,119,119,"32,145","62,055","1,442"
Louisiana,Lafourche ,71,71,"9,662","27,089","1,142"
Louisiana,LaSalle ,29,29,860,"5,601",91
Louisiana,Lincoln ,42,42,"8,267","10,676",207
Louisiana,Livingston ,71,71,"6,674","43,247",941
Louisiana,Madison ,29,29,"3,100","2,152",48
Louisiana,Morehouse ,55,55,"5,789","7,258",150
Louisiana,Natchitoches ,51,51,"7,801","9,054",212
Louisiana,Orleans ,442,442,"116,042","28,041","2,204"
Louisiana,Ouachita ,81,81,"24,769","41,708",690
Louisiana,Plaquemines ,18,18,"3,378","6,889",175
Louisiana,Pointe Coupee ,29,29,"5,516","6,702",217
Louisiana,Rapides ,103,103,"20,109","36,605",783
Louisiana,Red River ,18,18,"2,080","2,484",65
Louisiana,Richland ,35,35,"3,311","5,751",119
Louisiana,Sabine ,38,38,"2,245","7,226",181
Louisiana,St. Bernard ,36,36,"3,491","9,642",407
Louisiana,St. Charles ,45,45,"8,519","16,456",418
Louisiana,St. Helena ,13,13,"3,567","2,522",94
Louisiana,St. James ,21,21,"6,993","5,432",138
Louisiana,St. John the Baptist ,36,36,"12,420","8,908",320
Louisiana,St. Landry ,87,87,"20,267","21,647",575
Louisiana,St. Martin ,54,54,"9,419","14,443",390
Louisiana,St. Mary ,53,53,"9,342","13,181",372
Louisiana,St. Tammany ,158,158,"24,589","83,047","1,867"
Louisiana,Tangipahoa ,87,87,"16,427","31,421",730
Louisiana,Tensas ,17,17,"1,646","1,367",27
Louisiana,Terrebonne ,88,88,"11,579","28,208",905
Louisiana,Union ,29,29,"3,103","7,619",146
Louisiana,Vermilion ,58,58,"6,261","18,069",498
Louisiana,Vernon ,73,73,"3,534","11,946",289
Louisiana,Washington ,41,41,"6,122","12,215",287
Louisiana,Webster ,41,41,"6,610","11,417",243
Louisiana,West Baton Rouge ,21,21,"5,043","6,654",169
Louisiana,West Carroll ,17,17,878,"4,045",64
Louisiana,West Feliciana ,17,17,"2,414","3,149",55
Louisiana,Winn ,38,38,"2,044","4,628",93
Maine,Androscoggin ,26,26,"30,635","22,597","1,144"
Maine,Aroostook ,71,71,"19,303","15,862",738
Maine,Cumberland ,69,69,"103,637","55,818","2,500"
Maine,Franklin ,25,25,"10,582","6,986",457
Maine,Hancock ,44,44,"18,863","12,667",550
Maine,Kennebec ,33,33,"37,099","27,456","1,201"
Maine,Knox ,18,18,"13,728","8,816",420
Maine,Lincoln ,19,19,"11,884","9,287",394
Maine,Oxford ,39,39,"17,936","12,856",817
Maine,Penobscot ,75,75,"42,975","37,523","1,594"
Maine,Piscataquis ,21,21,"4,430","4,785",206
Maine,Sagadahoc ,10,10,"12,207","8,771",425
Maine,Somerset ,34,34,"13,343","11,864",522
Maine,Waldo ,28,28,"11,820","10,375",424
Maine,Washington ,53,53,"8,241","8,070",326
Maine,York ,48,48,"64,798","42,459","1,919"
Maryland,Allegany ,36,36,"10,564","18,197",558
Maryland,Anne Arundel ,189,189,"122,064","127,336","3,819"
Maryland,Baltimore ,219,219,"207,382","155,497","5,952"
Maryland,Baltimore City ,290,290,"206,548","27,850","2,290"
Maryland,Calvert ,23,23,"19,953","22,808",529
Maryland,Caroline ,8,8,"4,856","7,882",187
Maryland,Carroll ,46,46,"27,655","53,859","1,550"
Maryland,Cecil ,19,19,"17,391","23,534",835
Maryland,Charles ,36,36,"42,352","24,957",581
Maryland,Dorchester ,31,31,"6,718","7,990",158
Maryland,Frederick ,66,66,"52,078","53,712","1,586"
Maryland,Garrett ,19,19,"3,628","8,749",189
Maryland,Harford ,72,72,"47,301","70,226","2,236"
Maryland,Howard ,110,110,"84,215","53,932","2,049"
Maryland,Kent ,10,10,"4,861","4,861",142
Maryland,Montgomery ,245,245,"303,945","114,998","4,479"
Maryland,Prince George's ,223,223,"323,105","37,969","2,175"
Maryland,Queen Anne's ,17,17,"8,349","14,766",298
Maryland,Somerset ,22,22,"4,650","4,897",95
Maryland,St. Mary's ,31,31,"18,402","24,078",559
Maryland,Talbot ,12,12,"8,582","10,636",239
Maryland,Washington ,50,50,"25,462","33,381",933
Maryland,Wicomico ,37,37,"18,697","21,234",453
Maryland,Worcester ,18,18,"11,132","15,322",308
Massachusetts,Barnstable ,67,67,"73,503","55,570","1,939"
Massachusetts,Berkshire ,64,64,"49,415","14,851","1,477"
Massachusetts,Bristol ,175,175,"146,311","90,284","4,390"
Massachusetts,Dukes ,7,7,"7,892","2,438",173
Massachusetts,Essex ,236,236,"208,323","136,905","5,742"
Massachusetts,Franklin ,40,40,"27,818","9,528",922
Massachusetts,Hampden ,171,171,"120,021","70,923","4,120"
Massachusetts,Hampshire ,55,55,"56,847","20,569","1,787"
Massachusetts,Middlesex ,475,475,"462,226","245,215","12,199"
Massachusetts,Nantucket ,1,1,"4,059","1,863",91
Massachusetts,Norfolk ,205,205,"199,833","136,573","5,424"
Massachusetts,Plymouth ,142,142,"131,457","112,681","3,801"
Massachusetts,Suffolk ,297,297,"202,148","55,142","3,571"
Massachusetts,Worcester ,233,233,"201,230","151,742","7,435"
Michigan,Alcona ,12,12,"2,896","3,404",84
Michigan,Alger ,14,14,"2,472","2,188",90
Michigan,Allegan ,48,48,"23,526","29,526","1,025"
Michigan,Alpena ,18,18,"7,705","7,125",255
Michigan,Antrim ,16,16,"6,079","7,506",267
Michigan,Arenac ,20,20,"4,155","3,807",166
Michigan,Baraga ,8,8,"1,725","1,846",73
Michigan,Barry ,25,25,"13,449","16,431",685
Michigan,Bay ,89,89,"32,589","23,794","1,044"
Michigan,Benzie ,13,13,"5,461","4,687",171
Michigan,Berrien ,76,76,"40,376","36,128","1,154"
Michigan,Branch ,23,23,"8,412","9,534",336
Michigan,Calhoun ,65,65,"34,550","28,538","1,078"
Michigan,Cass ,24,24,"12,080","11,112",379
Michigan,Charlevoix ,20,20,"6,817","7,306",244
Michigan,Cheboygan ,23,23,"6,721","6,919",261
Michigan,Chippewa ,20,20,"8,169","8,249",257
Michigan,Clare ,26,26,"7,496","6,793",276
Michigan,Clinton ,32,32,"20,001","19,724",647
Michigan,Crawford ,11,11,"3,440","3,558",176
Michigan,Delta ,23,23,"9,976","8,763",289
Michigan,Dickinson ,20,20,"5,995","7,049",267
Michigan,Eaton ,64,64,"30,736","25,898",982
Michigan,Emmet ,20,20,"8,515","9,315",320
Michigan,Genesee ,231,231,"143,919","72,445","3,515"
Michigan,Gladwin ,21,21,"6,590","6,391",260
Michigan,Gogebic ,12,12,"4,757","3,330",177
Michigan,Grand Traverse ,36,36,"23,255","24,713",757
Michigan,Gratiot ,24,24,"9,102","8,324",308
Michigan,Hillsdale ,25,25,"8,765","11,221",463
Michigan,Houghton ,33,33,"7,473","8,100",395
Michigan,Huron ,30,30,"8,367","8,434",334
Michigan,Ingham ,136,136,"95,698","47,143","2,284"
Michigan,Ionia ,31,31,"14,808","15,850",688
Michigan,Iosco ,18,18,"7,307","6,583",295
Michigan,Iron ,15,15,"3,080","2,947",135
Michigan,Isabella ,28,28,"16,679","11,220",450
Michigan,Jackson ,87,87,"37,480","35,692","1,331"
Michigan,Kalamazoo ,125,125,"73,407","48,411","2,091"
Michigan,Kalkaska ,13,13,"3,780","4,527",192
Michigan,Kent ,296,296,"149,855","148,305","4,978"
Michigan,Keweenaw ,5,5,610,756,44
Michigan,Lake ,19,19,"2,919","2,269",104
Michigan,Lapeer ,37,37,"21,457","22,831","1,074"
Michigan,Leelanau ,13,13,"7,354","6,937",171
Michigan,Lenawee ,46,46,"24,638","22,223",868
Michigan,Livingston ,98,98,"42,346","55,581","1,691"
Michigan,Luce ,7,7,"1,191","1,490",59
Michigan,Mackinac ,14,14,"3,027","3,268",101
Michigan,Macomb ,450,450,"223,754","187,645","7,757"
Michigan,Manistee ,23,23,"7,234","5,506",264
Michigan,Marquette ,48,48,"19,630","12,902",644
Michigan,Mason ,27,27,"7,816","7,146",259
Michigan,Mecosta ,23,23,"9,099","9,235",315
Michigan,Menominee ,20,20,"5,980","4,855",198
Michigan,Midland ,150,150,"20,742","22,285",744
Michigan,Missaukee ,17,17,"2,898","4,469",125
Michigan,Monroe ,74,74,"39,180","35,852","1,383"
Michigan,Montcalm ,31,31,"13,208","13,291",552
Michigan,Montmorency ,9,9,"2,403","2,841",116
Michigan,Muskegon ,81,81,"53,400","28,855","1,309"
Michigan,Newaygo ,30,30,"10,788","11,862",453
Michigan,Oakland ,638,638,"372,694","276,881","9,686"
Michigan,Oceana ,18,18,"6,405","5,860",244
Michigan,Ogemaw ,23,23,"5,391","5,133",244
Michigan,Ontonagon ,14,14,"1,966","1,823",96
Michigan,Osceola ,18,18,"4,848","5,966",198
Michigan,Oscoda ,10,10,"1,887","2,320",121
Michigan,Otsego ,13,13,"5,634","6,752",230
Michigan,Ottawa ,127,127,"51,925","84,823","2,134"
Michigan,Presque Isle ,18,18,"3,719","3,605",177
Michigan,Roscommon ,24,24,"7,082","6,727",241
Michigan,Saginaw ,92,92,"60,260","42,218","1,589"
Michigan,Sanilac ,31,31,"9,047","10,678",443
Michigan,Schoolcraft ,12,12,"2,184","2,058",83
Michigan,Shiawassee ,34,34,"18,015","15,054",695
Michigan,St. Clair ,79,79,"40,676","38,555","1,674"
Michigan,St. Joseph ,26,26,"12,311","12,876",493
Michigan,Tuscola ,33,33,"13,503","13,739",555
Michigan,Van Buren ,34,34,"18,589","15,535",644
Michigan,Washtenaw ,157,157,"130,547","53,943","2,580"
Michigan,Wayne ,"1,249","1,249","656,303","216,880","11,596"
Michigan,Wexford ,20,20,"7,357","8,044",281
Minnesota,Aitkin ,54,54,"4,595","4,589",201
Minnesota,Anoka ,124,124,"86,977","91,357","3,284"
Minnesota,Becker ,48,48,"7,687","8,851",372
Minnesota,Beltrami ,62,62,"12,019","9,762",393
Minnesota,Benton ,32,32,"8,452","10,338",472
Minnesota,Big Stone ,23,23,"1,552","1,362",70
Minnesota,Blue Earth ,53,53,"19,325","14,782",820
Minnesota,Brown ,32,32,"5,808","7,454",305
Minnesota,Carlton ,39,39,"11,501","6,549",305
Minnesota,Carver ,34,34,"20,654","28,157",759
Minnesota,Cass ,72,72,"7,276","8,660",331
Minnesota,Chippewa ,23,23,"3,277","2,906",144
Minnesota,Chisago ,24,24,"12,782","15,788",631
Minnesota,Clay ,55,55,"16,666","11,978",512
Minnesota,Clearwater ,29,29,"1,877","2,291",77
Minnesota,Cook ,12,12,"2,019","1,240",78
Minnesota,Cottonwood ,28,28,"2,759","3,157",99
Minnesota,Crow Wing ,62,62,"15,859","18,566",631
Minnesota,Dakota ,141,141,"116,778","104,365","3,536"
Minnesota,Dodge ,19,19,"4,463","5,468",245
Minnesota,Douglas ,38,38,"9,255","11,241",375
Minnesota,Faribault ,33,33,"3,736","4,197",196
Minnesota,Fillmore ,37,37,"5,921","4,993",265
Minnesota,Freeborn ,40,40,"9,915","6,955",352
Minnesota,Goodhue ,44,44,"12,420","12,775",519
Minnesota,Grant ,23,23,"1,850","1,646",95
Minnesota,Hennepin ,426,426,"420,958","231,057","9,696"
Minnesota,Houston ,27,27,"5,906","4,743",201
Minnesota,Hubbard ,34,34,"4,872","6,559",183
Minnesota,Isanti ,18,18,"8,248","11,325",414
Minnesota,Itasca ,79,79,"13,461","10,309",534
Minnesota,Jackson ,30,30,"2,618","2,858",131
Minnesota,Kanabec ,20,20,"3,742","4,479",252
Minnesota,Kandiyohi ,47,47,"10,123","11,318",402
Minnesota,Kittson ,38,38,"1,492","1,016",58
Minnesota,Koochiching ,35,35,"3,649","2,962",167
Minnesota,Lac Qui Parle ,31,31,"2,160","1,913",103
Minnesota,Lake ,18,18,"4,174","2,636",130
Minnesota,Lake of the Woods ,15,15,971,"1,278",55
Minnesota,Le Sueur ,26,26,"6,994","7,636",341
Minnesota,Lincoln ,20,20,"1,517","1,491",105
Minnesota,Lyon ,33,33,"6,110","6,315",247
Minnesota,Mahnomen ,19,19,"1,436",843,56
Minnesota,Marshall ,60,60,"2,311","2,285",122
Minnesota,Martin ,37,37,"4,413","6,053",256
Minnesota,McLeod ,28,28,"7,505","10,993",462
Minnesota,Meeker ,30,30,"5,379","6,737",372
Minnesota,Mille Lacs ,25,25,"6,073","7,049",368
Minnesota,Morrison ,48,48,"6,547","9,734",417
Minnesota,Mower ,39,39,"11,605","7,075",433
Minnesota,Murray ,29,29,"2,345","2,320",133
Minnesota,Nicollet ,33,33,"9,887","7,968",340
Minnesota,Nobles ,40,40,"4,244","4,368",170
Minnesota,Norman ,33,33,"2,129","1,204",88
Minnesota,Olmsted ,73,73,"38,711","36,202","1,293"
Minnesota,Otter Tail ,91,91,"13,856","18,077",647
Minnesota,Pennington ,34,34,"3,394","3,248",153
Minnesota,Pine ,47,47,"7,084","6,862",378
Minnesota,Pipestone ,22,22,"2,021","2,652",103
Minnesota,Polk ,82,82,"7,849","7,148",265
Minnesota,Pope ,30,30,"3,317","3,068",131
Minnesota,Ramsey ,178,178,"182,972","88,942","4,595"
Minnesota,Red Lake ,21,21,"1,119",983,75
Minnesota,Redwood ,43,43,"3,250","4,308",226
Minnesota,Renville ,37,37,"3,904","3,956",257
Minnesota,Rice ,33,33,"17,381","13,723",597
Minnesota,Rock ,24,24,"2,078","2,773",95
Minnesota,Roseau ,44,44,"3,096","4,437",142
Minnesota,Scott ,44,44,"29,209","36,726","1,016"
Minnesota,Sherburne ,33,33,"17,960","26,143",754
Minnesota,Sibley ,24,24,"2,998","4,492",221
Minnesota,St. Louis ,184,184,"77,332","38,730","2,239"
Minnesota,Stearns ,102,102,"35,690","41,194","1,622"
Minnesota,Steele ,26,26,"9,016","10,068",492
Minnesota,Stevens ,26,26,"2,780","2,710",126
Minnesota,Swift ,31,31,"2,907","2,184",145
Minnesota,Todd ,39,39,"5,277","6,637",311
Minnesota,Traverse ,20,20,"1,041",933,57
Minnesota,Wabasha ,33,33,"5,646","5,935",276
Minnesota,Wadena ,24,24,"2,882","4,127",148
Minnesota,Waseca ,22,22,"4,401","5,212",245
Minnesota,Washington ,90,90,"70,281","64,335","1,996"
Minnesota,Watonwan ,21,21,"2,562","2,526",152
Minnesota,Wilkin ,33,33,"1,550","1,786",70
Minnesota,Winona ,49,49,"16,308","10,974",541
Minnesota,Wright ,40,40,"26,343","37,779","1,251"
Minnesota,Yellow Medicine ,31,31,"2,816","2,579",158
Mississippi,Adams ,20,20,"7,630","5,300",94
Mississippi,Alcorn ,16,16,"3,701","9,752",223
Mississippi,Amite ,21,21,"3,320","4,214",57
Mississippi,Attala ,21,21,"3,739","5,209",60
Mississippi,Benton ,5,5,"2,224","2,329",82
Mississippi,Bolivar ,28,28,"9,471","4,487",149
Mississippi,Calhoun ,10,10,"2,242","4,068",36
Mississippi,Carroll ,14,14,"2,027","3,886",26
Mississippi,Chickasaw ,15,15,"4,053","3,934",65
Mississippi,Choctaw ,13,13,"1,459","2,624",45
Mississippi,Claiborne ,9,9,"3,561",632,20
Mississippi,Clarke ,23,23,"2,727","4,679",42
Mississippi,Clay ,14,14,"6,424","4,412",68
Mississippi,Coahoma ,19,19,"6,947","2,502",50
Mississippi,Copiah ,19,19,"7,640","6,683",91
Mississippi,Covington ,17,17,"3,826","5,503",86
Mississippi,DeSoto ,38,38,"19,265","43,510",462
Mississippi,Forrest ,33,33,"11,622","15,296",266
Mississippi,Franklin ,14,14,"1,722","2,896",43
Mississippi,George ,22,22,"1,398","7,050",96
Mississippi,Greene ,13,13,"1,362","4,358",62
Mississippi,Grenada ,16,16,"4,995","6,215",58
Mississippi,Hancock ,26,26,"3,195","11,614",249
Mississippi,Harrison ,66,66,"22,175","37,927",514
Mississippi,Hinds ,119,119,"68,794","29,187",514
Mississippi,Holmes ,17,17,"6,945","1,504",63
Mississippi,Humphreys ,13,13,"3,180","1,243",29
Mississippi,Issaquena ,5,5,523,322,7
Mississippi,Itawamba ,26,26,"1,938","7,240",199
Mississippi,Jackson ,40,40,"15,534","32,959",483
Mississippi,Jasper ,19,19,"4,476","3,660",43
Mississippi,Jeff Davis ,21,21,"3,924","2,512",37
Mississippi,Jefferson ,15,15,"3,295",450,43
Mississippi,Jones ,46,46,"8,089","18,726",249
Mississippi,Kemper ,15,15,"2,876","1,694",26
Mississippi,Lafayette ,18,18,"7,997","10,278",185
Mississippi,Lamar ,21,21,"4,694","16,969",244
Mississippi,Lauderdale ,54,54,"13,048","19,368",197
Mississippi,Lawrence ,26,26,"2,513","4,318",52
Mississippi,Leake ,19,19,"3,575","4,509",50
Mississippi,Lee ,42,42,"11,769","22,403",243
Mississippi,Leflore ,19,19,"8,914","4,105",62
Mississippi,Lincoln ,32,32,"5,505","10,781",116
Mississippi,Lowndes ,22,22,"13,110","13,934",261
Mississippi,Madison ,42,42,"18,034","24,781",216
Mississippi,Marion ,23,23,"3,764","7,350",69
Mississippi,Marshall ,24,24,"9,573","6,650",109
Mississippi,Monroe ,25,25,"7,137","10,165",143
Mississippi,Montgomery ,16,16,"2,244","2,638",26
Mississippi,Neshoba ,27,27,"2,584","7,205",59
Mississippi,Newton ,19,19,"3,063","6,338",55
Mississippi,Noxubee ,10,10,"4,970","1,507",33
Mississippi,Oktibbeha ,21,21,"9,326","9,320",146
Mississippi,Panola ,24,24,"8,370","7,515",105
Mississippi,Pearl River ,34,34,"3,727","16,156",224
Mississippi,Perry ,15,15,"1,521","4,040",64
Mississippi,Pike ,32,32,"7,958","7,441",113
Mississippi,Pontotoc ,29,29,"2,951","9,656",159
Mississippi,Prentiss ,15,15,"3,020","7,703",221
Mississippi,Quitman ,5,5,"2,797","1,334",31
Mississippi,Rankin ,52,52,"14,235","47,645",589
Mississippi,Scott ,24,24,"4,709","6,205",59
Mississippi,Sharkey ,10,10,"1,722",784,14
Mississippi,Simpson ,30,30,"4,393","6,660",141
Mississippi,Smith ,18,18,"1,821","5,715",69
Mississippi,Stone ,15,15,"1,746","4,661",88
Mississippi,Sunflower ,18,18,"7,158","2,900",106
Mississippi,Tallahatchie ,22,22,"3,646","2,435",51
Mississippi,Tate ,19,19,"4,951","7,639",97
Mississippi,Tippah ,24,24,"2,514","6,809",163
Mississippi,Tishomingo ,19,19,"1,941","6,195",204
Mississippi,Tunica ,12,12,"2,917",864,34
Mississippi,Union ,20,20,"2,727","8,302",121
Mississippi,Walthall ,21,21,"3,421","4,244",71
Mississippi,Warren ,22,22,"9,502","9,953",110
Mississippi,Washington ,20,20,"12,884","6,274",88
Mississippi,Wayne ,24,24,"3,860","6,056",62
Mississippi,Webster ,17,17,"1,321","4,032",36
Mississippi,Wilkinson ,9,9,"3,498","1,556",45
Mississippi,Winston ,12,12,"4,606","5,473",71
Mississippi,Yalobusha ,11,11,"3,104","3,604",46
Mississippi,Yazoo ,26,26,"5,725","4,219",71
Missouri,Adair ,12,12,"5,735","5,891",244
Missouri,Andrew ,23,23,"3,345","5,279",166
Missouri,Atchison ,6,6,"1,000","1,936",40
Missouri,Audrain ,18,18,"4,434","6,167",179
Missouri,Barry ,19,19,"4,630","9,758",256
Missouri,Barton ,17,17,"1,455","4,414",79
Missouri,Bates ,16,16,"3,271","4,833",179
Missouri,Benton ,13,13,"3,628","5,757",177
Missouri,Bollinger ,14,14,"1,690","3,972",122
Missouri,Boone ,103,103,"46,960","36,803","1,330"
Missouri,Buchanan ,35,35,"19,157","19,110",764
Missouri,Butler ,27,27,"5,316","11,805",217
Missouri,Caldwell ,11,11,"1,812","2,652",96
Missouri,Callaway ,27,27,"7,578","11,388",351
Missouri,Camden ,25,25,"7,772","14,074",285
Missouri,Cape Girardeau ,35,35,"12,208","24,767",379
Missouri,Carroll ,15,15,"1,535","2,955",48
Missouri,Carter ,8,8,986,"1,838",74
Missouri,Cass ,48,48,"19,840","29,691",640
Missouri,Cedar ,10,10,"2,060","4,193",100
Missouri,Chariton ,13,13,"1,799","2,338",76
Missouri,Christian ,28,28,"11,876","25,376",432
Missouri,Clark ,9,9,"1,572","1,782",102
Missouri,Clay ,78,78,"53,720","54,485","1,323"
Missouri,Clinton ,9,9,"4,545","5,709",199
Missouri,Cole ,39,39,"13,952","24,383",401
Missouri,Cooper ,11,11,"2,996","4,902",128
Missouri,Crawford ,11,11,"3,911","6,007",167
Missouri,Dade ,9,9,"1,184","2,864",64
Missouri,Dallas ,14,14,"2,656","4,895",132
Missouri,Daviess ,8,8,"1,400","2,263",123
Missouri,DeKalb ,12,12,"1,692","2,889",102
Missouri,Dent ,9,9,"2,056","4,655",157
Missouri,Douglas ,25,25,"2,140","4,405",167
Missouri,Dunklin ,22,22,"4,528","7,034",179
Missouri,Franklin ,52,52,"21,251","27,351",682
Missouri,Gasconade ,18,18,"2,899","4,763",109
Missouri,Gentry ,11,11,"1,235","1,964",93
Missouri,Greene ,82,82,"55,928","77,393","1,818"
Missouri,Grundy ,13,13,"1,580","3,006",153
Missouri,Harrison ,11,11,"1,287","2,512",116
Missouri,Henry ,20,20,"4,869","6,092",195
Missouri,Hickory ,11,11,"2,171","2,850",94
Missouri,Holt ,7,7,802,"1,791",38
Missouri,Howard ,10,10,"2,020","2,689",108
Missouri,Howell ,21,21,"5,732","10,974",311
Missouri,Iron ,10,10,"2,213","2,090",111
Missouri,Jackson ,400,400,"210,296","124,531","3,740"
Missouri,Jasper ,46,46,"15,718","31,634",628
Missouri,Jefferson ,73,73,"53,457","50,793","1,432"
Missouri,Johnson ,11,11,"9,474","12,178",417
Missouri,Knox ,7,7,758,"1,211",53
Missouri,LaClede ,20,20,"5,217","10,872",230
Missouri,Lafayette ,15,15,"6,891","9,433",256
Missouri,Lawrence ,21,21,"5,097","11,260",277
Missouri,Lewis ,11,11,"1,836","2,596",71
Missouri,Lincoln ,28,28,"10,231","12,921",392
Missouri,Linn ,14,14,"2,635","3,139",153
Missouri,Livingston ,13,13,"2,435","3,993",124
Missouri,Macon ,15,15,"2,784","4,586",104
Missouri,Madison ,8,8,"2,042","2,897",89
Missouri,Maries ,10,10,"1,598","2,851",96
Missouri,Marion ,17,17,"4,701","7,702",145
Missouri,McDonald ,19,19,"2,454","5,499",182
Missouri,Mercer ,10,10,519,"1,169",60
Missouri,Miller ,21,21,"3,553","7,797",183
Missouri,Mississippi ,9,9,"2,247","3,034",75
Missouri,Moniteau ,13,13,"2,084","4,467",114
Missouri,Monroe ,8,8,"1,703","2,532",78
Missouri,Montgomery ,11,11,"2,346","3,426",81
Missouri,Morgan ,11,11,"3,565","5,451",133
Missouri,New Madrid ,23,23,"3,370","4,593",129
Missouri,Newton ,25,25,"7,450","17,637",319
Missouri,Nodaway ,19,19,"4,493","5,568",158
Missouri,Oregon ,13,13,"1,811","2,652",128
Missouri,Osage ,19,19,"1,905","5,061",110
Missouri,Ozark ,11,11,"1,661","2,917",107
Missouri,Pemiscot ,19,19,"3,029","3,954",64
Missouri,Perry ,18,18,"3,005","5,527",115
Missouri,Pettis ,26,26,"6,927","11,012",258
Missouri,Phelps ,25,25,"7,393","11,704",338
Missouri,Pike ,15,15,"3,481","4,262",125
Missouri,Platte ,35,35,"21,454","24,458",560
Missouri,Polk ,22,22,"4,553","8,956",188
Missouri,Pulaski ,10,10,"5,251","9,551",198
Missouri,Putnam ,9,9,695,"1,591",53
Missouri,Ralls ,8,8,"2,041","2,987",56
Missouri,Randolph ,15,15,"3,978","6,445",183
Missouri,Ray ,14,14,"5,241","5,593",215
Missouri,Reynolds ,14,14,"1,415","1,779",86
Missouri,Ripley ,14,14,"1,795","3,406",161
Missouri,Saline ,20,20,"4,705","4,957",173
Missouri,Schuyler ,6,6,775,"1,139",69
Missouri,Scotland ,8,8,793,"1,249",56
Missouri,Scott ,23,23,"6,258","11,563",205
Missouri,Shannon ,8,8,"1,637","2,075",125
Missouri,Shelby ,9,9,"1,114","2,166",36
Missouri,St. Charles ,121,121,"84,163","102,538","1,793"
Missouri,St. Clair ,19,19,"1,886","2,981",121
Missouri,St. Francois ,27,27,"11,538","12,659",349
Missouri,St. Louis City ,204,204,"132,486","24,594","1,259"
Missouri,St. Louis County ,659,659,"332,085","221,016","4,980"
Missouri,Ste. Genevieve ,14,14,"4,979","3,732",114
Missouri,Stoddard ,21,21,"3,899","9,172",191
Missouri,Stone ,22,22,"5,025","11,137",211
Missouri,Sullivan ,14,14,"1,173","1,607",89
Missouri,Taney ,24,24,"6,676","14,714",245
Missouri,Texas ,11,11,"3,410","7,213",226
Missouri,Vernon ,18,18,"3,379","5,333",163
Missouri,Warren ,24,24,"6,705","8,673",195
Missouri,Washington ,19,19,"4,712","4,703",197
Missouri,Wayne ,20,20,"2,242","3,784",127
Missouri,Webster ,14,14,"5,683","10,427",240
Missouri,Worth ,8,8,427,707,40
Missouri,Wright ,10,10,"2,556","5,780",173
Montana,Beaverhead ,16,16,"1,611","2,983",136
Montana,Big Horn ,20,20,"3,490","1,622",67
Montana,Blaine ,10,10,"1,711","1,138",83
Montana,Broadwater ,5,5,854,"1,853",71
Montana,Carbon ,16,16,"2,431","3,093",192
Montana,Carter ,4,4,111,573,31
Montana,Cascade ,38,38,"17,486","16,675",855
Montana,Chouteau ,12,12,"1,118","1,625",105
Montana,Custer ,14,14,"2,262","3,040",136
Montana,Daniels ,5,5,343,692,36
Montana,Dawson ,12,12,"1,587","2,626",200
Montana,Deer Lodge ,18,18,"3,341","1,481",169
Montana,Fallon ,6,6,318,"1,082",50
Montana,Fergus ,16,16,"1,921","4,100",190
Montana,Flathead ,42,42,"15,976","25,361","1,971"
Montana,Gallatin ,46,46,"23,984","22,375","1,350"
Montana,Garfield ,7,7,109,595,19
Montana,Glacier ,16,16,"3,361","1,443",95
Montana,Golden Valley ,2,2,122,342,23
Montana,Granite ,4,4,601,"1,013",101
Montana,Hill ,18,18,"3,563","2,763",237
Montana,Jefferson ,14,14,"2,574","3,525",220
Montana,Judith Basin ,4,4,396,799,38
